,PID,CCName,Lat,Lon,latitude,longitude,distance
17034,897,CC11,32.66487923599776,-97.18582756400224,29.3933371,-94.98654539799497,260.84473275773223
17035,897,CC12,30.165192835997757,-97.84980756400223,29.3933371,-94.98654539799497,179.79235999745936
17036,897,CC13,33.060500835997765,-97.01219376400223,29.3933371,-94.98654539799497,280.2015419755793
17037,897,CC14,33.214847035997764,-96.71342586400223,29.3933371,-94.98654539799497,283.0237632910472
17038,897,CC15,29.519389635997758,-95.42682336400223,29.3933371,-94.98654539799497,27.88298227273162
17039,897,CC16,32.62743383599776,-96.85587306400224,29.3933371,-94.98654539799497,249.35730481102078
17040,897,CC17,31.61238243599776,-94.64591756400223,29.3933371,-94.98654539799497,154.65624236827722
17041,897,CC18,32.917913235997766,-97.20241866400224,29.3933371,-94.98654539799497,276.5115686178401
17042,897,CC19,31.947098935997758,-106.43302206400223,29.3933371,-94.98654539799497,702.3604635427785
17043,898,CC1,30.58141743599776,-96.27354916400223,29.675854387755102,-95.35096140816327,83.39244996550791
17044,898,CC2,29.94163953599776,-95.62146636400223,29.675854387755102,-95.35096140816327,24.49966807900717
17045,898,CC3,29.57231623599776,-98.66450816400224,29.675854387755102,-95.35096140816327,199.1400432753809
17046,898,CC4,33.01436533599776,-96.91406716400223,29.675854387755102,-95.35096140816327,248.41659481068615
17047,898,CC5,32.90621253599776,-97.24508146400224,29.675854387755102,-95.35096140816327,249.6325067359548
17048,898,CC6,30.317991435997758,-95.54625956400224,29.675854387755102,-95.35096140816327,45.8806949792748
17049,898,CC7,30.40097953599776,-97.60847516400224,29.675854387755102,-95.35096140816327,144.02119522649662
17050,898,CC8,30.256567935997758,-97.86651526400223,29.675854387755102,-95.35096140816327,155.82360160172172
17051,898,CC9,33.494254235997765,-94.10303056400224,29.675854387755102,-95.35096140816327,273.8522230829148
17052,898,CC10,29.98764483599776,-94.00640206400223,29.675854387755102,-95.35096140816327,83.41899038358122
17053,898,CC11,32.66487923599776,-97.18582756400224,29.675854387755102,-95.35096140816327,233.26421231069244
17054,898,CC12,30.165192835997757,-97.84980756400223,29.675854387755102,-95.35096140816327,153.41041687781095
17055,898,CC13,33.060500835997765,-97.01219376400223,29.675854387755102,-95.35096140816327,253.55017089477454
17056,898,CC14,33.214847035997764,-96.71342586400223,29.675854387755102,-95.35096140816327,257.3639066640045
17057,898,CC15,29.519389635997758,-95.42682336400223,29.675854387755102,-95.35096140816327,11.73212588962544
17058,898,CC16,32.62743383599776,-96.85587306400224,29.675854387755102,-95.35096140816327,222.49504751080786
17059,898,CC17,31.61238243599776,-94.64591756400223,29.675854387755102,-95.35096140816327,140.21049467359816
17060,898,CC18,32.917913235997766,-97.20241866400224,29.675854387755102,-95.35096140816327,249.23816753146446
17061,898,CC19,31.947098935997758,-106.43302206400223,29.675854387755102,-95.35096140816327,675.740466917476
17062,899,CC1,30.58141743599776,-96.27354916400223,32.001258081632656,-102.15431812244898,360.75267763736014
17063,899,CC2,29.94163953599776,-95.62146636400223,32.001258081632656,-102.15431812244898,412.26213171323747
